,Title,WorkTime,Pros,Cons,Work/Life Balance,Culture & Values,Career Opportunities,Compensation & Benefits,Senior Management
100,"""Excellent People""",I worked at Apple part-time for more than 3 years,"-Coworkers are smart, fun, and supportive
-Lots of opportunities to grow in your role
-Typically hire internally for promotions

The things I miss most about working at Apple are the people I worked with. I liked nearly everyone I worked with and felt supported both as a colleague and as a person. While the job was often very challenging, it was also very rewarding.","-It's retail: customers can be very difficult. 
-Working in a company that is always in the spotlight has its challenges
-Good starting pay for retail, but compensation is not close to the amount of money I made for Apple.

It could be a fairly high stress environment at times, particularly on weekends, during launches, and during the holiday season. Also, be careful who you tell that you work for Apple. Everyone has an opinion about Apple, and sometimes they want to pick a fight.",5.0,4.0,4.0,3.0,5.0
101,"""Working at Apple pros and cons""",I have been working at Apple full-time for more than a year,Leading edge technonolgy; Flat management hierarchy;,Working hours; Limited locations;,1.0,3.0,4.0,4.0,3.0
102,"""Good for retail but not for long term""",I worked at Apple part-time for more than a year,Benefits are okay if you're full-time. Part time employees at the apple store are kind of disposable. The pay is decent considering it is a retail store work environment.,"Management is pretty manipulative for the most part. An effective system is set in place within the Apple retail environment that makes it easy to manipulate employees on the ground level into staying for long periods of time. 

Easy to move up if you are on the good side of leadership, people who move up set a compelling example towards people who want to move up. Solid popularity contest that is extremely beneficial to extroverts and quirky people.

Having weekends off isn't possible.",1.0,5.0,3.0,3.0,2.0
103,"""Great company with thorough development and training learned""",I have been working at Apple full-time,amazing workplace environment and work life balance,no commission gained on in store sales,,,,,
104,"""The best job I’ve ever had""",I have been working at Apple ,"Flexible hours, incredibly good pay, discounts for pretty much everything you can think off and just a fun work environment.",Started seasonal and they waited till the very end to inform us if we the group was staying,5.0,5.0,5.0,5.0,5.0
105,"""The best retail place to work""",I worked at Apple part-time for less than a year,"High hourly rate
Great management
Invested in my those around me
Great culture","Shifting work hours
Needing to work holidays",,,,,
106,"""Fun Job""",I have been working at Apple part-time,Coworkers were always super helpful,Not much room for advancement,,,,,
107,"""Love this job""",I have been working at Apple part-time for more than a year,"encouraging environment, flexible hours, perks",there really aren't any cons of working here that I can think of,5.0,5.0,3.0,5.0,5.0
108,"""Best place to work""",I have been working at Apple full-time for more than 8 years,"Best place to work, with amazing compensation and benefits",You become very comfortable and will feel difficult to move out.,5.0,5.0,5.0,5.0,5.0
109,"""Some great benefits!""",I have been working at Apple part-time,"Great benefits!
Pretty flexible hours!
Great team!","Holiday scheduling
Not able to be around people.",,,,,
110,"""Good Place to Work""",I worked at Apple full-time for more than a year,Friendly colleagues and environment. Coming to work isn't bad.,"Little room for advancement, although this may be changing.",5.0,4.0,3.0,3.0,3.0
111,"""Support Advisor""",I have been working at Apple ,"Good health  benefits and perks
Nice products and good work environment","No advancement to other careers .

Schedule conflicts",3.0,4.0,2.0,4.0,3.0
112,"""Great company""",I worked at Apple full-time for more than 5 years,Great pay with stick incentive to stay,Poor accountability to upper management,4.0,4.0,3.0,4.0,4.0
113,"""Great Starting Job""",I worked at Apple part-time for more than a year,Great people to work with,A lot of ambiguity and inconsistency,4.0,4.0,5.0,5.0,3.0
114,"""Average job""",I have been working at Apple part-time for more than a year,Great benefits and flexible schedule,Lots of metrics to reach,1.0,3.0,3.0,4.0,2.0
115,"""work culture""",I worked at Apple full-time for more than 5 years,"good pay, low stress, nice campus","lack of learning, always work in the dark, chaotic information share, horrible work culture",,,,,
116,"""An Apple employee was here""",I have been working at Apple part-time for more than a year,"Awesome people
Pay rate is good",Language barrier with foreign customers,5.0,5.0,5.0,4.0,5.0
117,"""Great Company to Work For""",I have been working at Apple full-time for more than 3 years,"Great benefits, good pay, work from home","Time off/schedule flexibility, opportunities for advancement",5.0,5.0,3.0,5.0,5.0
118,"""Pro work is short of manager work.""",I have been working at Apple full-time for more than 5 years,Pay is great and creating relationships makes to work gratifying.,"Work, life balance is none existant. The needs of the business outweigh your family.",3.0,5.0,3.0,5.0,1.0
119,"""Great Place to Work""",I worked at Apple full-time for more than 3 years,"The benefits are great
The people are great to work with and love being there
You learn a lot from how they run things
Ability to work from home is awesome","Any kind of change is slow, lots of red tape
Movement in the company follows very strict procedures
Scheduling isn't very flexible",3.0,5.0,3.0,5.0,4.0
120,"""Great!""",I have been working at Apple part-time,"Amazing job, great coworkers, should have stayed longer!","Angry customers sometimes, even though they broke it.",,,,,
