,Title,WorkTime,Pros,Cons,Work/Life Balance,Culture & Values,Career Opportunities,Compensation & Benefits,Senior Management
119,"""Good pay, decent benefits, terrible management""",I worked at Dell Technologies full-time for more than 5 years,"Good pay, potential for annual raise and bonuses after fiscal year, flexible WFH and office.","Terrible management, poor overall business communication, difficult to navigate the various HR outlets &amp; other inside websites for benefits and such",3.0,1.0,2.0,4.0,1.0
120,"""Great Company""",I have been working at Dell Technologies full-time for less than a year,Flexible with trusting management.,You are a cog in a very large wheel. A lot of effort and humility is required to be a key contributor.,4.0,4.0,4.0,4.0,4.0
121,"""Not a positive work environment""",I worked at Dell Technologies full-time,"The opportunity of being able to work at a company like Dell was very rewarding, I gained an extreme amount of knowledge about technology and sales.",The work environment was very negative. Causing my self happiness to decrease a very large amount.,,,,,
122,"""VCE went downhill fast after acquisition by EMC then Dell""",I have been working at Dell Technologies full-time for more than 5 years,Camaraderie among veteran VCE alum,"Lack of job security (i.e., always living in fear)
Lack of budget
Extreme lack of headcount causing employees to carry workload of three people
We have an impressive number of vacation days but can’t take them with no one to cover us
Operations works the holidays that the rest of the company is shut down for
Minimal raises for years in a row that don’t even cover the standard cost of living increase",1.0,2.0,2.0,4.0,3.0
123,"""Company Management""",I worked at Dell Technologies full-time for more than 3 years,Good place to work and everyone is polite and friendly,"Projects are not effectively managed, simple things get complicated very easily",4.0,3.0,3.0,4.0,3.0
124,"""Dell Networking""",I worked at Dell Technologies full-time for more than 5 years,"Paid well.
Repsected and enjoyed most people I worked with",Behind (actively resisting) the adoption of public cloud infrastructure in place of Dell-managed data centers.,5.0,4.0,3.0,5.0,3.0
125,"""Benefits went down but still on par compare to other tech company""",I have been working at Dell Technologies full-time for more than 5 years,"- Even if benefit standard went down, it still has better options than other companies here in Utah.  
- There are a total of 5 weeks of PTO and personal time. Then, an additional xmas week off. 
- The 12 weeks parental leave and 6 weeks care-giver (immediate family member) are pretty good too!","- Benefit standard / health insurance went down after the DELL acquisition. 
- Salary is not very competitive.",5.0,4.0,4.0,3.0,5.0
126,"""Great""",I have been working at Dell Technologies full-time for more than 3 years,Great company to work for!,Corporate ladders can be a pain to climb.,2.0,3.0,5.0,4.0,3.0
127,"""not a very good to learn and grow""",I have been working at Dell Technologies full-time for more than 10 years,experienced and disciplined senior executives,"very little innovation, bad salary adjustment",3.0,5.0,2.0,1.0,5.0
128,"""Decent job""",I worked at Dell Technologies full-time,"Decent culture
Huge company with a lot of growth
Good vision and goals
Room for growth in many directions",Working there for four years and having  new hires come into the same role with no experience and get paid more wasn't fun.,4.0,5.0,5.0,2.0,4.0
129,"""Decent job""",I worked at Dell Technologies full-time,"Decent culture
Huge company with a lot of growth
Good vision and goals
Room for growth in many directions",Working there for four years and having  new hires come into the same role with no experience and get paid more wasn't fun.,4.0,5.0,5.0,2.0,4.0
130,"""Computer Product company - Not technology company""",I have been working at Dell Technologies full-time for more than 8 years,"With 100k+ employees, Dell management is good with ethic culture.","Cost cutting is fierce. Relatively careless about technology. Not ideal place to advance personal expertise.
Company has too much debt due to EMC acquisition. Employee suffers financially because of corporate loan return schedule. We are making more annually but it's not enough to catch up with loan responsibility.",3.0,5.0,3.0,2.0,2.0
131,"""Great company to work for""",I have been working at Dell Technologies full-time for more than 10 years,"Flexible work timings, bonus and tenured work.","Very demanding work, legacy processes and systems",5.0,4.0,4.0,4.0,3.0
132,"""Great people and work""",I have been working at Dell Technologies full-time for more than 5 years,"Work, responsibilities, commitment, etc.","Very large, complex, constant change, duplication",4.0,3.0,4.0,3.0,3.0
133,"""Great work/life balance""",I have been working at Dell Technologies full-time for less than a year,"Working on Pre-sales here is amazing, the customers are awesome, the you work with is very collaborative and supportive and the work/life balance is incredible as long as you meet your objectives",The internal politics and internal process are changing and it's difficult to get used to that.,5.0,4.0,5.0,4.0,5.0
134,"""Fast Paced, Challenging, Market Leader""",I have been working at Dell Technologies full-time,"-Dell's position in the market, provides you the opportunity to build strong CXO relationships with your customers 
-Leader in storage, servers, virtualization (w VMware), etc
-Smart people and leadership
-In depth training for new hires
-Abundant resources available to you and your customers to win","-Only con is that there is a level of bureaucracy you would expect from any large, $91 Billion a yr company, when it comes to internal processes",5.0,5.0,5.0,5.0,5.0
135,"""Generall a Great Place to Work""",I have been working at Dell Technologies full-time for more than 5 years,"Great people, working with cool technology and an engaged upper management.",Occasionally wrapped up in its own bureaucracy and the merger with EMC has been troubled at best.,5.0,5.0,5.0,5.0,5.0
136,"""Great company. Good work/life balance""",I have been working at Dell Technologies full-time for more than 5 years,"Great corporate culture.
Very good at keeping people informed for such a large company",Salaries are good but not great,4.0,4.0,4.0,4.0,4.0
137,"""My experience""",I worked at Dell Technologies full-time,Great people. Tons of opportunities if you work hard.,Some leadership can insulate themselves too much from things that need their direct involvement.,3.0,5.0,5.0,4.0,4.0
138,"""Dell Technologies has fantastic culture, the company is an innovation engine filled with endless opportunities.""",I have been working at Dell Technologies full-time for more than 5 years,"You are always learning something new and there is a fit for everyone somewhere within the company. You get catered lunches multiple times a week sometimes. There are an abundance of additional ways to earn money outside of target incentives. Vacation, 401k, and Insurance are all amazing offerings.","Everyone will get discouraged at some point with a company, no matter the place of employment. It really just depends on how you react to that discouragement and represent yourself to those around you during those times. That said this organization doesn't have many cons.",5.0,5.0,5.0,4.0,5.0
