,Title,WorkTime,Pros,Cons,Work/Life Balance,Culture & Values,Career Opportunities,Compensation & Benefits,Senior Management
129,"""Terrible place to work at.""",I worked at Microsoft full-time for more than 5 years,Free software and discounts on Microsoft products,Managers are completely incompetent this is including the store manager. If you want to work where you are sexually harassed and talked to in a passive aggressive tone then this is the place for you.,1.0,2.0,1.0,4.0,1.0
130,"""Great work life balance""",I worked at Microsoft full-time for more than 5 years,a great work life balance,the company struggles with culture,5.0,2.0,4.0,2.0,2.0
131,"""Good company, lower stress and lower pay than competitors""",I have been working at Microsoft full-time for more than 8 years,Good work life balance.  Potential for career moves.  Great time to look if you're a D&amp;I candidate.,Not competitive in marketplace.  Middle mgmt needs more training.  No career planning outside of what you do for yourself.  Hot desking in some orgs.,5.0,5.0,4.0,3.0,4.0
132,"""Software Engineer II at MS""",I have been working at Microsoft full-time for more than a year,"Good work life balance, great company to work for.","Slow growth, can take a while to be promoted to new levels.",5.0,5.0,4.0,4.0,4.0
133,"""Great place to start""",I have been working at Microsoft full-time,"* Flexible Hours
* PTO is generous",* Easy to get complacent,,,,,
134,"""Soul Sucking""",I worked at Microsoft full-time for more than 10 years,I loved working with fun and smart people!,"I gave my heart and soul, and it was never enough.",2.0,4.0,3.0,5.0,2.0
135,"""People is awesome""",I have been working at Microsoft full-time for more than 5 years,"People is awesome
Engineering is good",it's a big company though,5.0,5.0,4.0,4.0,5.0
136,"""Great Culture""",I worked at Microsoft full-time,"Great  company Culture, CEO, benefits",Needs to push down decision- making and to trust leaders to do their job.,,,,,
137,"""good company if you work with a good manager""",I worked at Microsoft full-time for more than 5 years,"Benefits
work and life balance
Careering development","bad management sometime
perf review processes",4.0,3.0,3.0,3.0,3.0
138,"""Good Benefits and Fairly Good Comp""",I worked at Microsoft full-time for more than a year,"Good Benefits, Strong Comp, Some Good Managers","Politics, Culture isn't strong outside of HQ, Sales Quotas are often very unrealistic",4.0,4.0,3.0,4.0,4.0
139,"""Excellent place to work""",I have been working at Microsoft full-time for more than 8 years,Values and supports employees well,Nothing as such. Dint find any,,,,,
140,"""Great tips but bad management""",I have been working at Microsoft full-time for more than 3 years,flexible hours and good compensation,long hours and a terrible management,5.0,5.0,3.0,5.0,5.0
141,"""Great company""",I have been working at Microsoft full-time for more than 10 years,Great company enjoy working here. Great work life balance in my role.,Grading for pay depends on the manager.,5.0,5.0,5.0,2.0,5.0
142,"""Great company""",I have been working at Microsoft full-time for more than 8 years,"Great benefits, good culture, no scandals, I've never been asked to do anything unethical, really cares about customers.","It's a big company, there can be a lot of politics before things get done. This is getting much better than it used to be.",5.0,5.0,5.0,5.0,5.0
143,"""Amazing company""",I have been working at Microsoft full-time for less than a year,"Great work life balance, interesting projects.","Besides the absence of free food, there is not much to complain about.",5.0,5.0,5.0,5.0,5.0
144,"""Working""",I worked at Microsoft full-time for more than a year,"- Great benefits, 401 k match, espp plan",- Team dependent culture with too much red tape and frugality,4.0,3.0,3.0,4.0,2.0
145,"""Embedded Escalation Engineer - EEE/DEV""",I have been working at Microsoft full-time for more than 10 years,"Competitive salary, benefits.  Easy to change jobs without changing companies.",Review process not transparent.  Reorganizations are frequent and you may end up with a job that is not your current level (along with a nice pay cut).,2.0,3.0,5.0,5.0,5.0
146,"""Best job ever""",I worked at Microsoft full-time for more than a year,Excellent environment for research. Excellent colleagues.,I cannot think of anything negative during my two years at Microsoft.,5.0,5.0,5.0,5.0,5.0
147,"""Amazing""",I have been working at Microsoft part-time,Very Good company to work with,No cons for this company,,,,,
148,"""Great company""",I worked at Microsoft ,"Too much money - great benefits and perks
Fantastic facilities and locations","Too much money - a lot of waste, no need to be efficient 
Too political 
Not enough resources on tactical projects but on strategic projects
No prioritization- everything is a priority therefore nothing is a priority",,,,,
149,"""Best company to work for""",I worked at Microsoft full-time for more than 8 years,"Great people work here. Company hires for potential, not for fancy labels.",no downsides if you can work autonomously and deliver results,5.0,5.0,5.0,5.0,5.0
150,"""Amazing""",I have been working at Microsoft part-time,Very Good company to work with,No cons for this company,,,,,
151,"""Great company""",I worked at Microsoft ,"Too much money - great benefits and perks
Fantastic facilities and locations","Too much money - a lot of waste, no need to be efficient 
Too political 
Not enough resources on tactical projects but on strategic projects
No prioritization- everything is a priority therefore nothing is a priority",,,,,
152,"""Best company to work for""",I worked at Microsoft full-time for more than 8 years,"Great people work here. Company hires for potential, not for fancy labels.",no downsides if you can work autonomously and deliver results,5.0,5.0,5.0,5.0,5.0
153,"""Great company to work for depending on organization""",I worked at Microsoft full-time for more than 5 years,"Great benefits, good compensation, diverse company culture.  Satya has done an awesome job turning Microsoft around.  The company has so much opportunity.  I loved working for Microsoft.","It's a big company so can be overwhelming navigating your way around if your job depends on it. 
Some orgs are slow on the uptake for Satya's vision.  There is way too much politics especially between certain business and engineering teams.  There is still not enough accountability at very senior levels.",4.0,5.0,5.0,5.0,5.0
154,"""3.5 Stars if I could""",I have been working at Microsoft full-time for more than 3 years,"Work-life balance is typically what you make it.  They (both Corp and stakeholders) will take as much of your time as you are willing to give, so know your boundaries and set them early.

The pay is good relative to competitors.  The benefits are excellent.  You work with intelligent, collaborative people (mostly).  You might be able to move on to a different role within the org or with another group like Engineering.

The new GM of CMR as of Fall 2019 seems genuinely interested in improving culture and providing development opportunities, which is promising.

No commute into downtown Seattle. :)","Middle management is a mixed bag.  I've heard some managers are great and others are definitely not so great.  Management with long tenure is a double-edged sword as institutional knowledge is valuable but it allows bad habits or practices to become more deeply ingrained. There doesn't seem to be any training for managers on how to actually manage high performing teams which definitely causes attrition. 

While official stack-ranking is no longer a thing, promotions are still largely dependent on favoritism (or fear of losing strong talent) rather than basic merit, as managers do not adhere to the promotion or level guidelines published by HR.  At each people review more employees are put up for promotion than can realistically be promoted due to budget.  

Not specific to CMR, but across Microsoft, there aren't any mechanisms for providing feedback on your skip manager.  Internal surveys ask about immediate manager and group manager, but that doesn't capture the entirety of the employee experience.",4.0,4.0,3.0,5.0,4.0
