,Title,WorkTime,Pros,Cons,Work/Life Balance,Culture & Values,Career Opportunities,Compensation & Benefits,Senior Management
146,"""Experience completely depends on your department and division""",I worked at IBM full-time for more than 10 years,"Flexibility and very challenging work assignments in CIO organization.  Company has improved in many areas in the last few years making it more inviting to ""junior"" level workers.","Bitterness from IBMers that have been through the difficult times and worked under poor leadership are at the surface.  Conflicting internal processes and lack of willingness to accept certain facts as roadblocks makes certain roles extremely frustrating when attempting to enable processes through IT delivery.  Company will have skilled employees train and coach less skilled employees and then lay them off, using their complex band and role matrix to avoid the appearance of certain lay off practices.",3.0,4.0,3.0,4.0,2.0
147,"""This is my review headline""",I have been working at IBM full-time for more than a year,Working time is very flexible,No stcok and no bonus at all,,,,,
148,"""A fallen giant""",I worked at IBM full-time for more than 10 years,The name is instantly recognizable and still holds some good will.  The company itself can probably coast for ages on their patents and long term contracts.  I really learned a lot from 2005 to 2011-ish.,"I was told once that the mission statement from the CEO was to double the stock price every 5 years.  I don't know if that's true, but it does feel that way.  The mission isn't about happy customers, or great technology or bringing out the best in the employees.  It's about spending as little as possible even if it means laying off everyone over 40 and replacing them with fresh graduates.  

IBM are famous for their 'resource actions' or massive layoffs.  Severance packages used to include one week pay for each year of company service.  They cut that down to a max of 30 days no matter what.  I guess that makes it cheaper to lay off folks with decades of dedication.  

Maybe they'll recover some spirit with new management, but if I were looking for a job, I'd wait a few years and see.",4.0,1.0,2.0,3.0,1.0
149,"""Great research center""",I worked at IBM ,"Culture is great
Top experts in several fields
Research mentality at its best , with good funding","Lack of focus
Projects can tend to go nowhere with no real use case , too many hammers built looking for non existing nails 
Comp is good for researchers , but nowhere near good for industry computer scientists and engineers",,,,,
150,"""insensitive employer""",I worked at IBM full-time for more than 10 years,"Large Corporation, has culture all its own","If they part ways with your organization, nearly impossible to get back into IBM despite excellent qualifications.",2.0,2.0,2.0,2.0,2.0
151,"""Good safety net - the flip side is bureaucracy""",I have been working at IBM full-time for more than a year,"- great talent (genuinely nice + curious people are hired)
- worldwide reach 
- some biz transformations are exciting in their ability to shape the future","- lack of bias to action
- bureaucracy 
- pay below market",4.0,3.0,4.0,4.0,3.0
152,"""IBM is not for a long term career""",I worked at IBM full-time,IBM pays well and benefits were decent.,"You just feel like a number on a spreadsheet.  You go to work and ask yourself ""is today the day I get laid off"". Lack of communication or direction from upper management",,,,,
153,"""Good, not great""",I have been working at IBM full-time for more than a year,Tons of resources and really smart coworkers.,Almost too big and easy to get lost and overwhelmed.,4.0,4.0,3.0,4.0,3.0
154,"""Great practice""",I have been working at IBM full-time for more than 3 years,"Teammates, Projects, Hours Billed, Travel Schedule","Incentive Based Compensation, Practices within GBS are silo'd",5.0,5.0,5.0,5.0,5.0
155,"""Client Technical Specialist. Full Time""",I worked at IBM full-time for more than 10 years,Very large company. Opportunity to move to different areas to get different experiences.,"Many many layoffs. Every time there were layoffs, the ones who were left absorbed the extra workload from the people who left. Major burnout. It eventually catches up with you. Many many reorgs also - and the changes never make any sense.",2.0,1.0,2.0,4.0,1.0
156,"""Wild Ducks will be isolated and ignored.""",I worked at IBM full-time for more than 5 years,Good salary. Nice benefits.,"More of a cult than a culture. Frauds and imposters are frequently rewarded. If you are good at presenting decks that don't really say anything and are only intended to pacify a VP and will rarely be acted upon, this is a good fit for you. A great place to keep your head down and go through the motions. Be sure to use the word ""visionary"" frequently when describing the  C-Suite. You will go far.",4.0,1.0,3.0,4.0,1.0
157,"""Analyst""",I have been working at IBM part-time for more than a year,Great work atmosphere positive workforce,Too much politics very little growth potential,4.0,3.0,4.0,2.0,2.0
158,"""Overall Good Experience""",I have been working at IBM full-time,Lots of resources and ability to help solve customer problems because of various technology offerings and services.,Difficult to navigate and speed of getting information to customer is slowed because of levels of people needed to go through to information.,,,,,
159,"""Being a Part of A Deep History of Innovation""",I have been working at IBM full-time for more than 10 years,"Ability to work with super smart people
Represent amazing technology
Impact to Clients success","Compensation, compensation, compensation
At times Leadership can be brash and unrealistic",3.0,5.0,4.0,2.0,3.0
160,"""Good employer""",I have been working at IBM full-time for more than 8 years,many opportunities to earn new tech,too big to navigate sometimes,4.0,4.0,4.0,3.0,4.0
161,"""Good company""",I have been working at IBM full-time for more than 3 years,Good base packages as per your skills,No bonus or RSUs or STocks options,5.0,5.0,5.0,2.0,5.0
162,"""Best job ever""",I have been working at IBM full-time for less than a year,"Schedule flexibility, Great and endless benefits, Fantastic company culture, Diverse as can be, and so much more.","No pension, but that is what proper planning and IBM's 401K with matching is for.",5.0,5.0,5.0,5.0,5.0
163,"""Solid Experience""",I worked at IBM full-time,"Smart and Dedicated People 
High ethics","Large and Cumbersome Bureaucracy
Inefficient system",4.0,5.0,5.0,4.0,4.0
164,"""Stuck in the past""",I have been working at IBM full-time for more than 3 years,"Work life balance, technology expertise",Stuck in the past 90's thinking,4.0,4.0,2.0,2.0,1.0
165,"""Good exposure for cloud""",I worked at IBM full-time for more than a year,"Nice place, incentives, luch, breakfast. Near by locations",Insurance is costly for family,3.0,3.0,2.0,2.0,1.0
166,"""Disappointing""",I worked at IBM full-time for more than 10 years,"Challenging work, might be good starter job.","Be careful not to get pidgeon-holed.  Company loves down-sizing, especially employees in early 50's (prior to 55).  In hardware, raises were minimal.",2.0,1.0,3.0,3.0,1.0
167,"""Okayish , not been very rewarding""",I have been working at IBM full-time for more than 3 years,"Easy environment, work life balanec","No perks, no recognition for work done",4.0,4.0,3.0,2.0,2.0
168,"""Depends on where you are""",I worked at IBM full-time for more than 10 years,"Big Company with lots of smart people, many places to move around to and a solid benefit package.","Some organizations have sadly grown allowing a combative culture where cussing and yelling is accepted, or where managers that say things like  ""do it or you are fired"" because they are not capable of finding a more productive way to motivate people.  They lay off all the time and have reduced the layoff package to 1 month pay regardless of your time there.",1.0,2.0,4.0,3.0,2.0
169,"""Great tech company for career building""",I have been working at IBM full-time for more than 5 years,IBM has been around over 100 years. Incredible opportunity for career longevity.,Almost 400k employees. Sometimes difficult to connect with remote teams. Lots of competition in advancement opportunities.,4.0,4.0,4.0,5.0,4.0
170,"""Constantly Risking Absurdity...""",I worked at IBM full-time for more than 10 years,"Great place for learning
Very good benefits
Constantly challenging
Great people","Marketing organization is in whack-a-mole mode 
Many inexperienced people that do nothing but advise 
Too many changes and unwilling to let ideas flourish (in the name of Agile...)
Co-location process was a joke, in the end you have lemmings sitting at desks with headphones on participating on conference calls most of the day..,so much for “shoulder to shoulder”",3.0,1.0,3.0,2.0,1.0
171,"""Great Company to work""",I worked at IBM full-time for more than a year,"Good Benefits
Challenging work
Lot of training options
Lot of travel","Overtime at work
work life balance",3.0,4.0,5.0,4.0,4.0
